arch,vehicle,run_dir,checkpoint_epoch,file,sample_index,sample_info,age_group,age_label,hic_true,hic_pred,signed_error,abs_error,squared_error,accuracy,hic_bucket
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,8,A_13_5,1,Adult,806.9099731445312,290.994873046875,-515.9151000976562,515.9151000976562,266168.39050877467,0.36062867324946657,500-1k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,9,C_1__3,0,Child,1835.4000244140625,1130.3980712890625,-705.001953125,705.001953125,497027.7539100647,0.6158864859173866,1.5k-2k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,10,A_13_6,1,Adult,1912.5,1982.6458740234375,70.1458740234375,70.1458740234375,4920.443642511964,0.9646200690993352,1.5k-2k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,11,A_13_7,1,Adult,6974.33984375,3575.96630859375,-3398.37353515625,3398.37353515625,11548942.684450388,0.5127318697838225,>2k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,12,A_13_8,1,Adult,6129.64990234375,3931.853759765625,-2197.796142578125,2197.796142578125,4830307.884331286,0.6414483408362736,>2k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,13,A_14_5,1,Adult,446.8800048828125,304.89013671875,-141.9898681640625,141.9898681640625,20161.12266124785,0.6822639934375735,<500
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,14,A_14_6,1,Adult,761.8800048828125,1459.177001953125,697.2969970703125,697.2969970703125,486223.1021232754,0.5221299430178981,500-1k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,15,A_14_8,1,Adult,651.5599975585938,3870.28662109375,3218.7265625,3218.7265625,10360200.684143066,0.1683492881399212,500-1k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,16,A_15_8,1,Adult,259.05999755859375,3554.48193359375,3295.421875,3295.421875,10859805.334228516,0.07288263167416688,<500
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,17,A_9_7,1,Adult,1439.4200439453125,1391.7769775390625,-47.64306640625,47.64306640625,2269.8617765903473,0.9669012067695925,1k-1.5k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,18,A_9_8,1,Adult,1268.6600341796875,1149.2135009765625,-119.446533203125,119.446533203125,14267.474294245243,0.9058482729927259,1k-1.5k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,19,A_10_7,1,Adult,1740.0899658203125,1771.4000244140625,31.31005859375,31.31005859375,980.3197691440582,0.9823246820807138,1.5k-2k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,20,C_1__4,0,Child,2205.469970703125,1224.22216796875,-981.247802734375,981.247802734375,962847.2503710389,0.5550844873115439,>2k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,21,A_10_8,1,Adult,1229.050048828125,1396.5333251953125,167.4832763671875,167.4832763671875,28050.647862687707,0.880072123346026,1k-1.5k
E0,CY02C,/data1/user/yikun/project/PT-HICNET/experiments/pt_hicnet_loco_e0_fold3_CY02C_seed42,182,batch_2.feather,22,A_11_8,1,Adult,453.989990234375,2318.3408203125,1864.350830078125,1864.350830078125,3475804.0176129937,0.19582538781902636,<500
