vehicle,material_ids,signature,mat_00_z,mat_00_raw,mat_01_z,mat_01_raw,mat_02_z,mat_02_raw,mat_03_z,mat_03_raw,mat_04_z,mat_04_raw,mat_05_z,mat_05_raw,mat_06_z,mat_06_raw,mat_07_z,mat_07_raw,mat_08_z,mat_08_raw,mat_09_z,mat_09_raw,mat_10_z,mat_10_raw,mat_11_z,mat_11_raw,mat_12_z,mat_12_raw,mat_13_z,mat_13_raw,mat_14_z,mat_14_raw
CY02C,1000010,-0.91852;-0.982735;1.33208;-0.802684;-0.882036;-0.898604;-0.90505;-0.908784;-0.901411;-0.186634;-0.190538;-0.852229;-0.190472;-0.190268;-0.189702,-0.9185200275568812,1.3000000000000003e-06,-0.9827352543695088,0.03499999999999659,1.332078683077971,0.44,-0.8026841661619086,0.0,-0.8820355180941902,0.0,-0.8986037743661361,0.0,-0.9050503672757882,0.0,-0.9087842326775176,0.0,-0.9014108164947225,0.0,-0.18663397261124132,0.0,-0.19053754322348798,0.0,-0.852229170011443,0.0,-0.19047203698062748,0.0,-0.19026839544253105,0.0,-0.18970226615175373,0.0
CY02C,1000028,-0.555318;-0.234112;-0.553166;2.3299;1.9732;1.85682;1.8256;1.80874;2.06195;-0.186634;-0.190538;1.8748;-0.190472;-0.190268;-0.189702,-0.5553180263205071,2.5e-06,-0.23411214878095835,74.0,-0.5531655559314872,0.23,2.32989954201772,628.3900000000001,1.9731959047161924,660.0,1.8568211816090905,685.0,1.8255973862596182,717.0,1.8087364386900902,743.0,2.0619536302701245,899.0,-0.18663397261124132,0.0,-0.19053754322348798,0.0,1.8747970976483033,628.39,-0.19047203698062748,0.0,-0.19026839544253105,0.0,-0.18970226615175373,0.0
CY02C,1000026;1000027,-0.494784;-0.274597;0.075249;0.264126;0.295129;0.312677;0.268763;0.218656;0.115483;-0.186634;-0.190538;0.076467;-0.190472;-0.190268;-0.189702,-0.49478435944777815,2.7e-06,-0.27459741103140384,70.0,0.07524919040499867,0.3,0.2641261165453918,214.0,0.29512944735816726,272.1071472496722,0.31267741120308606,301.1250988039527,0.26876323985394573,308.2141792995295,0.218655921757336,308.2545216936749,0.1154832718707781,308.4965760585468,-0.18663397261124132,0.0,-0.19053754322348798,0.0,0.07646737398064106,214.0,-0.19047203698062748,0.0,-0.19026839544253105,0.0,-0.18970226615175373,0.0
CY02C,1000003,1.06396;1.14239;0.075249;1.04679;1.09716;1.14484;1.17626;1.14307;0.947808;-0.186634;-0.190538;0.757801;-0.190472;-0.190268;-0.189702,1.063957562524994,7.85e-06,1.1423867677341888,210.0,0.07524919040499867,0.3,1.046785996849346,371.0,1.097158995874395,457.50000115,1.1448354630578277,508.0,1.1762592523993856,546.5,1.143071886618886,561.0,0.9478077092395146,561.0,-0.18663397261124132,0.0,-0.19053754322348798,0.0,0.7578008198066093,371.0,-0.19047203698062748,0.0,-0.19026839544253105,0.0,-0.18970226615175373,0.0
