vehicle,file,sample_info,age_label,hic_bucket,hic_true,E0_pred,E3_pred,E0_accuracy,E3_accuracy,E3_minus_E0_accuracy,E0_abs_error,E3_abs_error,E3_minus_E0_abs_error,sample_index,n_nodes,n_hard_only_material_nodes,hard_only_material_frac,n_hard_only_vectors_in_sample,hard_only_material_ids_in_sample,hard_only_min_dist_to_hic,hard_only_mean_dist_to_hic,hard_only_median_dist_to_hic,hard_only_top32_nearest_frac,hard_only_nodes_within_60,hard_only_nodes_within_150,hard_only_nodes_within_400,hard_only_frac_within_60,hard_only_frac_within_150,hard_only_frac_within_400
CY02C,batch_1.feather,C_7_5,Child,500-1k,884.5599975585938,709.09619140625,529.5167846679688,0.8016371906522701,0.5986216719379662,-0.2030155187143039,175.46380615234375,355.043212890625,179.57940673828125,4,29778,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_1.feather,A_9_2,Adult,500-1k,954.9199829101562,579.427001953125,385.64373779296875,0.606780685631165,0.4038492697762008,-0.20293141585496427,375.49298095703125,569.2762451171875,193.78326416015625,17,44085,1314,0.02980605648179653,1,1000028,212.19130972996592,264.8587042726658,267.50828866934637,0.0,0,0,1314,0.0,0.0,1.0
M6,batch_5.feather,A_12_3,Adult,<500,301.1400146484375,286.8416748046875,226.83517456054688,0.9525192961804082,0.753254843350403,-0.19926445283000516,14.29833984375,74.30484008789062,60.006500244140625,20,16590,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_3.feather,A_10__5,Adult,1k-1.5k,1458.1800537109375,1814.840576171875,882.61328125,0.803475563008814,0.6052841547268654,-0.1981914082819486,356.6605224609375,575.5667724609375,218.90625,31,35918,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_1.feather,A_8_3,Adult,500-1k,878.27001953125,519.0621337890625,349.4074401855469,0.5910051831965027,0.3978360099005002,-0.19316917329600253,359.2078857421875,528.862548828125,169.6546630859375,10,34860,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_5.feather,A_10_3,Adult,1k-1.5k,1008.5800170898438,1307.4541015625,585.0850219726562,0.7714075896695107,0.5801076880948527,-0.19129990157465804,298.87408447265625,423.4949951171875,124.62091064453125,2,30158,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_1.feather,C_7_1,Child,500-1k,608.7899780273438,644.94873046875,458.9137268066406,0.9439354622574014,0.7538128802541302,-0.19012258200327126,36.15875244140625,149.87625122070312,113.71749877929688,0,24710,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_5.feather,A_13_5,Adult,<500,377.6400146484375,534.1092529296875,195.71876525878906,0.7070463815727074,0.5182680798299213,-0.1887783017427861,156.46923828125,181.92124938964844,25.452011108398438,31,14252,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_0.feather,A_9_0,Adult,500-1k,970.6199951171875,586.7716064453125,404.1612243652344,0.6045327825484048,0.41639490881953045,-0.18813787372887436,383.848388671875,566.458740234375,182.6103515625,10,46216,1494,0.032326467024407134,1,1000028,203.93039856195676,260.8653217405428,263.6846965558173,0.0,0,0,1494,0.0,0.0,1.0
M6,batch_3.feather,A_10__6,Adult,1.5k-2k,1926.280029296875,1812.310546875,1451.5712890625,0.9408344162382892,0.7535619260883623,-0.18727249014992697,113.969482421875,474.708740234375,360.7392578125,35,45387,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_2.feather,A_10__1,Adult,500-1k,981.2000122070312,1280.87939453125,568.6489868164062,0.7660362219864664,0.5795444147389823,-0.18649180724748404,299.67938232421875,412.551025390625,112.87164306640625,27,33968,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_1.feather,C_8_7,Child,500-1k,792.969970703125,859.1737060546875,1072.7684326171875,0.9229448772873078,0.7391809328025712,-0.18376394448473654,66.2037353515625,279.7984619140625,213.5947265625,14,33597,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_5.feather,A_10_1,Adult,500-1k,984.4500122070312,1317.85205078125,557.24072265625,0.7470110257243435,0.5660426794113965,-0.180968346312947,333.40203857421875,427.20928955078125,93.8072509765625,0,32377,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_1.feather,C_7_3,Child,500-1k,750.5700073242188,533.5750732421875,398.8400573730469,0.7108931452568722,0.5313828869806712,-0.17951025827620104,216.99493408203125,351.7299499511719,134.73501586914062,2,24694,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_5.feather,A_10__4,Adult,1k-1.5k,1424.510009765625,1101.1014404296875,851.2909545898438,0.7729685526118921,0.5976026484572803,-0.17536590415461184,323.4085693359375,573.2190551757812,249.81048583984375,7,63042,2879,0.04566796738682148,1,1000028,144.70453626218813,238.1756272777524,243.4198584206532,0.0,0,26,2879,0.0,0.009030913511635985,1.0
M6,batch_5.feather,A_10_4,Adult,1k-1.5k,1150.1300048828125,1479.6778564453125,702.4058227539062,0.7772840553590593,0.6107186316084979,-0.16656542375056138,329.5478515625,447.72418212890625,118.17633056640625,4,30540,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_5.feather,A_14_6,Adult,500-1k,878.510009765625,1983.9820556640625,242.75140380859375,0.4428013888823088,0.2763217278234048,-0.166479661058904,1105.4720458984375,635.7586059570312,-469.71343994140625,35,16578,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_2.feather,A_11__8,Adult,500-1k,512.6099853515625,2068.748046875,6301.67724609375,0.24778753803581763,0.08134500789759051,-0.16644253013822713,1556.1380615234375,5789.0673828125,4232.9293212890625,29,37609,1638,0.04355340477013481,1,1000028,134.37631746976982,229.8165691604142,234.9648789270139,0.0,0,73,1638,0.0,0.04456654456654457,1.0
CY02C,batch_2.feather,A_10__8,Adult,1k-1.5k,1182.1800537109375,1305.26025390625,874.3909912109375,0.9057044755427351,0.7396428221455515,-0.1660616533971836,123.0802001953125,307.7890625,184.7088623046875,28,43376,978,0.022547030616008854,1,1000028,201.90030311824344,255.0699579112882,256.5171150326312,0.0,0,0,978,0.0,0.0,1.0
M6,batch_3.feather,A_9__8,Adult,>2k,2092.1298828125,1393.8609619140625,4154.16357421875,0.6662401667148227,0.5036224128959474,-0.16261775381887522,698.2689208984375,2062.03369140625,1363.7647705078125,1,41607,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_4.feather,C_8__6,Child,500-1k,869.6799926757812,880.7300415039062,722.161865234375,0.9874535347866001,0.8303765423100847,-0.1570769924765154,11.050048828125,147.51812744140625,136.46807861328125,33,37953,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_2.feather,A_12__9,Adult,1k-1.5k,1383.75,4154.24560546875,7692.76416015625,0.33309296835468705,0.17987682596159224,-0.1532161423930948,2770.49560546875,6309.01416015625,3538.5185546875,30,30187,2055,0.06807566170868254,1,1000028,103.15240298976,221.32114251758424,228.55101119045383,0.0,0,258,2055,0.0,0.12554744525547445,1.0
CY02C,batch_4.feather,A_9__3,Adult,500-1k,932.6799926757812,633.9598388671875,491.1105651855469,0.6797184927795111,0.5265584863427718,-0.15316000643673933,298.72015380859375,441.5694274902344,142.84927368164062,37,54839,1090,0.01987636536041868,1,1000028,222.83911192080174,268.7234930881203,271.13112026091994,0.0,0,0,1090,0.0,0.0,1.0
CY02C,batch_4.feather,C_7__1,Child,500-1k,619.8599853515625,703.0827026367188,452.27630615234375,0.8816316814891729,0.7296426884142695,-0.15198899307490343,83.22271728515625,167.58367919921875,84.3609619140625,19,24777,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_1.feather,A_8_4,Adult,500-1k,983.52001953125,690.5416259765625,547.1841430664062,0.7021124250278888,0.5563528267855662,-0.14575959824232265,292.9783935546875,436.33587646484375,143.35748291015625,11,35705,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_3.feather,C_3_8,Child,500-1k,961.1699829101562,1908.9049072265625,2684.6103515625,0.503519048681495,0.3580296046875983,-0.14548944399389668,947.7349243164062,1723.4404296875,775.7055053710938,6,33755,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_2.feather,A_13_4,Adult,500-1k,533.2000122070312,288.81646728515625,211.42001342773438,0.5416662803319937,0.39651164401257377,-0.14515463631941994,244.383544921875,321.7799987792969,77.39645385742188,7,22438,9810,0.43720474195561104,1,1000028,2.665304774945017,191.00764531546457,198.00350860525316,1.0,457,2841,9810,0.04658511722731906,0.28960244648318045,1.0
M6,batch_5.feather,A_11_7,Adult,>2k,4341.2099609375,1714.8851318359375,1087.283935546875,0.3950246929465724,0.2504564269708973,-0.14456826597567507,2626.32470703125,3253.926025390625,627.601318359375,16,34130,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_1.feather,A_10_5,Adult,1k-1.5k,1490.5400390625,1144.832763671875,933.3801879882812,0.7680657571546596,0.6262026940083718,-0.14186306314628783,345.707275390625,557.1598510742188,211.45257568359375,26,51723,2363,0.0456856717514452,1,1000028,164.06749801387326,245.89259459698076,250.02396125340022,0.0,0,0,2363,0.0,0.0,1.0
CY02C,batch_1.feather,A_9_5,Adult,1k-1.5k,1191.3800048828125,904.19287109375,738.4276733398438,0.7589458169416642,0.6198086843101565,-0.13913713263150773,287.1871337890625,452.95233154296875,165.76519775390625,20,44242,443,0.01001310971475069,1,1000028,257.4469679742254,283.0372305251071,284.5150042646811,0.0,0,0,443,0.0,0.0,1.0
CY02C,batch_4.feather,C_4__2,Child,500-1k,818.739990234375,767.1995849609375,653.8313598632812,0.9370491170723402,0.7985824164715755,-0.1384667006007647,51.5404052734375,164.90863037109375,113.36822509765625,0,29613,443,0.014959646101374397,1,1000026;1000027,278.0536084235821,291.4044229462112,292.06791768475944,0.0,0,0,443,0.0,0.0,1.0
M6,batch_5.feather,A_10_2,Adult,1k-1.5k,1123.25,1321.9261474609375,804.8650512695312,0.8497070749054018,0.7165502348270921,-0.13315684007830964,198.6761474609375,318.38494873046875,119.70880126953125,1,30315,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_4.feather,A_14__6,Adult,500-1k,775.469970703125,1816.6883544921875,228.13742065429688,0.4268591081049173,0.2941924629878869,-0.13266664511703036,1041.2183837890625,547.33251953125,-493.8858642578125,24,17170,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_2.feather,A_10_7,Adult,1.5k-2k,1740.0899658203125,1771.4000244140625,1481.926025390625,0.9823246820807138,0.8516375902966695,-0.13068709178404425,31.31005859375,258.1639404296875,226.8538818359375,19,42034,2468,0.058714374078127234,1,1000028,134.75505962421326,227.5780533864065,230.7028789550918,0.0,0,95,2468,0.0,0.038492706645056725,1.0
CY02C,batch_5.feather,A_10__3,Adult,1k-1.5k,1111.02001953125,824.3656616210938,679.9388427734375,0.7419899255900911,0.6119951313391366,-0.1299947942509545,286.65435791015625,431.0811767578125,144.42681884765625,6,62475,3270,0.05234093637454982,1,1000028,130.45424782054977,232.33571977519375,238.28793675892024,0.0,0,145,3270,0.0,0.04434250764525994,1.0
CY02C,batch_5.feather,A_14__8,Adult,500-1k,804.75,3551.935546875,8211.3603515625,0.226566611184153,0.09800446765764799,-0.12856214352650502,2747.185546875,7406.6103515625,4659.4248046875,34,19874,4288,0.21575928348596154,1,1000028,28.29965681124633,197.58231329759124,205.99593412463338,0.0,114,1137,4288,0.02658582089552239,0.26515858208955223,1.0
M6,batch_4.feather,A_9_3,Adult,1.5k-2k,1830.22998046875,1702.72314453125,1471.66845703125,0.930332888599692,0.8040893618485766,-0.1262435267511154,127.5068359375,358.5615234375,231.0546875,36,33759,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_3.feather,C_3__8,Child,1.5k-2k,1956.0899658203125,1368.4063720703125,1123.678466796875,0.6995620835345643,0.5744513219900116,-0.1251107615445527,587.68359375,832.4114990234375,244.7279052734375,21,100537,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_3.feather,A_11__3,Adult,<500,359.1300048828125,430.02081298828125,255.30868530273438,0.8351456348988378,0.710908812495475,-0.12423682240336276,70.89080810546875,103.82131958007812,32.930511474609375,40,23299,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_1.feather,A_9__2,Adult,1.5k-2k,1982.22998046875,1698.9171142578125,1459.59033203125,0.8570736650124015,0.7363375321798391,-0.12073613283256235,283.3128662109375,522.6396484375,239.3267822265625,2,37597,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_3.feather,A_11__2,Adult,<500,410.2799987792969,284.1182861328125,234.93618774414062,0.6924985058451486,0.5726240334482416,-0.11987447239690696,126.16171264648438,175.34381103515625,49.182098388671875,39,23710,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_5.feather,A_10__2,Adult,1k-1.5k,1074.02001953125,783.6190185546875,654.8866577148438,0.7296130465954384,0.6097527474400946,-0.1198602991553438,290.4010009765625,419.13336181640625,128.73236083984375,5,61223,3577,0.05842575502670565,1,1000028,120.85509902418333,228.84807434184975,234.81842429056957,0.0,0,245,3577,0.0,0.0684931506849315,1.0
CY02C,batch_3.feather,C_1__6,Child,500-1k,646.3599853515625,1445.7672119140625,1970.9488525390625,0.4470705795685057,0.3279435610512639,-0.11912701851724183,799.4072265625,1324.5888671875,525.181640625,16,32448,404,0.01245069033530572,1,1000026;1000027,250.77755757950325,281.65376881692384,283.5605291629415,0.0,0,0,404,0.0,0.0,1.0
M6,batch_4.feather,A_12__5,Adult,<500,487.04998779296875,297.21673583984375,239.26947021484375,0.6102386680814008,0.4912626551929008,-0.11897601288850002,189.833251953125,247.780517578125,57.947265625,10,20911,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_3.feather,C_3__8,Child,500-1k,799.8699951171875,2062.596435546875,2961.62890625,0.38779762309882526,0.2700777242649144,-0.11771989883391087,1262.7264404296875,2161.7587890625,899.0323486328125,20,27207,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_4.feather,A_9_4,Adult,1.5k-2k,1627.0799560546875,1717.1470947265625,1353.7509765625,0.9475483847898207,0.8320125704486272,-0.11553581434119353,90.067138671875,273.3289794921875,183.2618408203125,37,34569,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_2.feather,C_3_7,Child,1k-1.5k,1360.8399658203125,1324.0736083984375,1166.9815673828125,0.9729826001989056,0.8575450432772656,-0.11543755692164004,36.766357421875,193.8583984375,157.092041015625,4,99404,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_4.feather,C_7__4,Child,500-1k,896.6699829101562,570.0927734375,468.6076965332031,0.6357888457325794,0.5226088811541674,-0.11317996457841206,326.57720947265625,428.0622863769531,101.48507690429688,23,25793,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_5.feather,C_7_0,Child,500-1k,610.27001953125,685.5692749023438,478.1158142089844,0.8901653587351624,0.7834496188690809,-0.10671573986608152,75.29925537109375,132.15420532226562,56.854949951171875,24,24312,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_2.feather,A_9__7,Adult,1k-1.5k,1411.7099609375,1415.0098876953125,1258.4659423828125,0.9976679125803232,0.8914479441280417,-0.10621996845228143,3.2999267578125,153.2440185546875,149.944091796875,25,46890,1067,0.022755384943484752,1,1000028,222.13517674186852,267.00490959550416,268.4214210360039,0.0,0,0,1067,0.0,0.0,1.0
M6,batch_3.feather,A_15__7,Adult,500-1k,763.5900268554688,1942.2659912109375,219.64962768554688,0.39314390012018696,0.2876538717904468,-0.10549002832974014,1178.676025390625,543.9404296875,-634.735595703125,12,18532,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_0.feather,A_9__1,Adult,>2k,2068.300048828125,1768.1624755859375,1552.4912109375,0.854886831621823,0.7506121811567541,-0.1042746504650689,300.1375732421875,515.808837890625,215.6712646484375,32,39362,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_3.feather,C_2__7,Child,500-1k,581.6900024414062,1453.329833984375,1964.8438720703125,0.40024637824070164,0.29604896893333943,-0.10419740930736221,871.6398315429688,1383.15380859375,511.51397705078125,17,26913,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_2.feather,A_9__6,Adult,1k-1.5k,1447.4200439453125,1678.9932861328125,1905.870849609375,0.8620761356819494,0.7594533723216208,-0.1026227633603286,231.5732421875,458.4508056640625,226.8775634765625,5,48133,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_2.feather,A_9_7,Adult,1k-1.5k,1439.4200439453125,1391.7769775390625,1244.2406005859375,0.9669012067695925,0.8644041090157347,-0.10249709775385774,47.64306640625,195.179443359375,147.536376953125,17,41205,1067,0.025894915665574565,1,1000028,222.13517674186852,267.0014764584103,268.40993129036974,0.0,0,0,1067,0.0,0.0,1.0
M6,batch_0.feather,C_3__7,Child,1k-1.5k,1362.8699951171875,1395.046630859375,1195.680908203125,0.976935082290141,0.8773257262152238,-0.09960935607491728,32.1766357421875,167.1890869140625,135.012451171875,31,97528,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_3.feather,C_5__8,Child,<500,489.04998779296875,1478.802734375,2108.40478515625,0.3307067105198858,0.23195260759983816,-0.09875410292004766,989.7527465820312,1619.354736328125,629.6019897460938,23,28833,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_3.feather,C_5_8,Child,<500,484.07000732421875,1372.7333984375,1876.5316162109375,0.35263220657063243,0.2579599528952489,-0.09467225367538351,888.6633911132812,1392.461669921875,503.79827880859375,10,30062,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_4.feather,C_5__4,Child,500-1k,910.0700073242188,633.5504150390625,549.9920654296875,0.6961556912548111,0.6043403925009794,-0.09181529875383176,276.51959228515625,360.07794189453125,83.558349609375,8,22961,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_4.feather,A_8_5,Adult,<500,397.70001220703125,1121.2196044921875,1508.344482421875,0.35470304890642174,0.2636665674464919,-0.09103648145992982,723.5195922851562,1110.64453125,387.12493896484375,32,39465,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_3.feather,C_3_8,Child,1.5k-2k,1956.1600341796875,1421.0557861328125,1245.78759765625,0.726451701958388,0.6368536192789916,-0.0895980826793964,535.104248046875,710.3724365234375,175.2681884765625,19,102098,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_3.feather,A_11__1,Adult,<500,449.5400085449219,283.8865966796875,243.9232177734375,0.6315046298072025,0.5426062489142446,-0.08889838089295787,165.65341186523438,205.61679077148438,39.96337890625,38,24067,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_5.feather,A_11_3,Adult,<500,345.94000244140625,434.1978454589844,244.8890380859375,0.7967335767770058,0.7078945376587829,-0.088839039118223,88.25784301757812,101.05096435546875,12.793121337890625,11,22633,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_1.feather,C_7_6,Child,500-1k,648.0700073242188,721.7693481445312,800.5470581054688,0.8978907305917423,0.809533931531653,-0.08835679906008931,73.6993408203125,152.47705078125,78.7777099609375,6,26942,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_3.feather,A_15_7,Adult,500-1k,802.6099853515625,2086.2021484375,239.4827880859375,0.384723017351263,0.2983800257369565,-0.08634299161430653,1283.5921630859375,563.127197265625,-720.4649658203125,11,17325,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_0.feather,C_6_5,Child,500-1k,937.4099731445312,612.0579833984375,534.1371459960938,0.6529245484185493,0.5698010062815276,-0.08312354213702167,325.35198974609375,403.2728271484375,77.92083740234375,35,24496,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_0.feather,C_6_4,Child,500-1k,836.1400146484375,551.3987426757812,481.9040222167969,0.6594574270047604,0.5763436909779013,-0.08311373602685912,284.74127197265625,354.2359924316406,69.49472045898438,34,19597,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_4.feather,C_4_0,Child,500-1k,826.8400268554688,864.835693359375,721.8145141601562,0.9560660287316363,0.8729796462627336,-0.08308638246890265,37.99566650390625,105.0255126953125,67.02984619140625,31,30473,362,0.011879368621402554,2,1000003;1000026;1000027,244.29006353199586,290.2995792778331,292.5262990379432,0.0,0,0,362,0.0,0.0,1.0
M6,batch_4.feather,A_8_4,Adult,<500,369.1000061035156,1134.4251708984375,1521.32861328125,0.32536302576149406,0.2426168829543204,-0.08274614280717366,765.3251953125,1152.2286376953125,386.9034423828125,31,32456,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_4.feather,A_9_7,Adult,1k-1.5k,1491.6300048828125,1719.5572509765625,1900.055419921875,0.8674500392677785,0.7850455251163907,-0.08240451415138783,227.92724609375,408.4254150390625,180.4981689453125,40,48816,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_1.feather,A_9_6,Adult,500-1k,952.7100219726562,956.0045166015625,1041.3404541015625,0.9965538921922485,0.9148881311776427,-0.08166576101460588,3.29449462890625,88.63043212890625,85.3359375,21,42228,109,0.002581225727005778,1,1000028,284.06468726576657,292.7456856053179,292.9380627530967,0.0,0,0,109,0.0,0.0,1.0
CY02C,batch_2.feather,A_11_8,Adult,<500,453.989990234375,2318.3408203125,3931.061767578125,0.19582538781902636,0.11548788013933249,-0.08033750767969387,1864.350830078125,3477.07177734375,1612.720947265625,22,34202,1638,0.04789193614408514,1,1000028,134.37631746976982,229.81679506149544,234.9648789270139,0.0,0,73,1638,0.0,0.04456654456654457,1.0
M6,batch_5.feather,A_11_1,Adult,<500,373.70001220703125,285.034912109375,255.32846069335938,0.7627372298598282,0.683244453714137,-0.07949277614569117,88.66510009765625,118.37155151367188,29.706451416015625,9,23335,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_4.feather,C_6__6,Child,500-1k,825.8200073242188,661.66015625,596.0791625976562,0.8012159434037915,0.7218027624797352,-0.07941318092405636,164.15985107421875,229.7408447265625,65.58099365234375,17,24921,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_3.feather,C_3__2,Child,1k-1.5k,1167.47998046875,799.2744140625,709.4100952148438,0.6846150918507286,0.6076421926567096,-0.07697289919401895,368.20556640625,458.06988525390625,89.86431884765625,31,45097,3066,0.06798678404328448,2,1000003;1000026;1000027,219.48789376522322,269.93393251325665,273.43458572670824,0.0,0,0,3066,0.0,0.0,1.0
CY02C,batch_0.feather,C_4_6,Child,1k-1.5k,1103.9100341796875,801.08447265625,717.0936889648438,0.7256791295058149,0.6495943208793405,-0.07608480862647438,302.8255615234375,386.81634521484375,83.99078369140625,23,29645,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_5.feather,A_10_7,Adult,>2k,7805.64013671875,2267.960205078125,1684.22314453125,0.2905540308487121,0.21577002206499946,-0.07478400878371266,5537.6796875,6121.4169921875,583.7373046875,7,47274,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_2.feather,A_8_0,Adult,<500,405.4100036621094,1286.852783203125,1686.79541015625,0.31503992449936435,0.24034331681312537,-0.07469660768623898,881.4427490234375,1281.3853759765625,399.942626953125,28,37908,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_2.feather,A_14_8,Adult,500-1k,651.5599975585938,3870.28662109375,6652.8251953125,0.1683492881399212,0.09793733916497235,-0.07041194897494885,3218.7265625,6001.26513671875,2782.53857421875,15,19256,4288,0.22268383880348983,1,1000028,28.29965681124633,197.58354034951347,205.99593412463338,0.0,114,1137,4288,0.02658582089552239,0.26515858208955223,1.0
CY02C,batch_5.feather,A_10__5,Adult,1k-1.5k,1418.1400146484375,1146.7132568359375,1046.9720458984375,0.8086036956796626,0.738271281455933,-0.0703324142237296,271.4267578125,371.16796875,99.7412109375,8,64294,2363,0.03675304071919619,1,1000028,164.06749801387326,245.89259459698076,250.02396125340022,0.0,0,0,2363,0.0,0.0,1.0
CY02C,batch_4.feather,C_6__5,Child,500-1k,970.4299926757812,575.8380737304688,508.0262451171875,0.5933844564538878,0.5235063311639813,-0.06987812528990656,394.5919189453125,462.40374755859375,67.81182861328125,16,24160,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_5.feather,A_12__1,Adult,1k-1.5k,1335.56005859375,365.08050537109375,271.8253479003906,0.27335386605938006,0.20352910837016452,-0.06982475768921553,970.4795532226562,1063.7347412109375,93.25518798828125,17,43270,8440,0.1950543101455974,1,1000028,1.2586365477001042,188.30553271736923,196.62020247278272,1.0,439,2686,8440,0.052014218009478676,0.3182464454976303,1.0
CY02C,batch_0.feather,C_4_1,Child,500-1k,832.6500244140625,767.181884765625,709.0470581054688,0.9213737612095699,0.8515547196487824,-0.06981904156078755,65.4681396484375,123.60296630859375,58.13482666015625,17,29551,390,0.01319752292646611,2,1000003;1000026;1000027,261.89162123008697,291.7149175737598,292.7713777594604,0.0,0,0,390,0.0,0.0,1.0
M6,batch_0.feather,A_8__5,Adult,<500,345.1099853515625,1092.740478515625,1389.021240234375,0.3158206290851042,0.2484555133896518,-0.06736511569545242,747.6304931640625,1043.9112548828125,296.28076171875,21,38016,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
CY02C,batch_2.feather,A_13_8,Adult,>2k,6129.64990234375,3931.853759765625,10671.4052734375,0.6414483408362736,0.5743995045902002,-0.06704883624607338,2197.796142578125,4541.75537109375,2343.959228515625,12,27190,3456,0.1271055535123207,1,1000028,40.97309949006934,196.78502659788586,206.2621039105178,0.0,89,948,3456,0.025752314814814815,0.2743055555555556,1.0
M6,batch_2.feather,C_4_4,Child,<500,471.4599914550781,816.4263305664062,923.6318969726562,0.5774678912278548,0.5104414355982723,-0.06702645562958254,344.9663391113281,452.1719055175781,107.20556640625,9,35350,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
M6,batch_0.feather,C_1__1,Child,1k-1.5k,1215.2900390625,1598.7288818359375,1751.913818359375,0.7601601827990331,0.6936928211460709,-0.06646736165296219,383.4388427734375,536.623779296875,153.1849365234375,12,75789,0,0.0,0,,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0
