vehicle,group,file,sample_index,sample_info,n_nodes,bbox_x,bbox_y,bbox_z,bbox_diag,hic_rel_x,hic_rel_y,hic_rel_z,hic_center_dist_norm,hic_value,age_group,age_label
C201,normal,batch_0.feather,25,A_9_0,70102,597.2986450195312,597.0431518554688,310.96031188964844,899.9569501316092,0.4991743854823076,0.49999999999162537,0.8542093355686395,0.12239046476763558,604.51,1,Adult
C201,normal,batch_0.feather,26,A_8_0,68055,595.761962890625,598.1932983398438,287.96923065185547,892.01671307673,0.4981497319238533,0.49999999999164146,0.9596858822479573,0.1484052680511402,525.15,1,Adult
C201,normal,batch_0.feather,27,A_8__1,66432,594.8627319335938,595.6981811523438,293.55558013916016,891.567648304125,0.49883289241946666,0.5000293547434231,0.9590563890226169,0.15114989244030222,549.26,1,Adult
C201,normal,batch_0.feather,28,A_8__2,65886,594.4679260253906,597.3483505249023,309.2626953125,897.6973775497526,0.49726470228802067,0.5006446654936315,0.9571263341023383,0.15749405219376,629.29,1,Adult
C201,normal,batch_0.feather,29,A_8__3,65964,596.2459106445312,597.469841003418,314.59735107421875,900.8056894646543,0.497828218603524,0.5015244810430449,0.951885016605164,0.15782609500632164,688.71,1,Adult
C201,normal,batch_0.feather,30,A_8__4,67323,597.3676147460938,598.0565948486328,316.4829864501953,902.5969413319623,0.4980034373134663,0.5006835060897313,0.9437132554697034,0.15558811412799195,802.55,1,Adult
C201,normal,batch_0.feather,31,A_8__5,66321,597.080078125,597.3661499023438,298.1357421875,895.6762012650537,0.4981805989350822,0.49986916646919216,0.9289952291108715,0.14280099001789526,1292.07,1,Adult
C201,normal,batch_0.feather,32,C_1__4,72455,565.5384063720703,597.9875411987305,378.9120330810547,906.0889124828659,0.471860585951421,0.5003536706227625,0.7844717511554526,0.12025132872401192,1055.1,0,Child
C201,normal,batch_0.feather,33,A_9__1,70328,594.8055419921875,597.6163635253906,339.6729278564453,909.0196085104554,0.4967767950272827,0.5005581714341321,0.865374825368304,0.13654622065739377,673.7,1,Adult
C201,normal,batch_0.feather,34,A_9__2,72227,596.2288818359375,596.3887710571289,343.80084228515625,910.6961430325417,0.49772976185960993,0.5017613628000621,0.8706889552481578,0.13995303808019735,681.31,1,Adult
C201,normal,batch_0.feather,35,A_9__3,75174,597.270751953125,594.199905872345,340.10459899902344,908.5576577948378,0.49890594463486243,0.5030692585028381,0.8778408041880882,0.14145497100410015,705.12,1,Adult
C201,normal,batch_0.feather,36,A_9__4,72072,597.4871826171875,598.3650512695312,336.93544006347656,910.2511514650129,0.4985705637642914,0.5000138214266595,0.8826346933068947,0.14163785210265187,1007.17,1,Adult
C201,normal,batch_1.feather,0,A_9__5,71408,595.7860717773438,599.3014068603516,333.9536590576172,908.6518948346754,0.49710239321374766,0.5002116187595075,0.8915507991216348,0.14391790728619913,1269.64,1,Adult
C201,normal,batch_1.feather,1,A_9__6,70823,597.6700439453125,598.8305053710938,325.43426513671875,906.4849234916527,0.4993836866018187,0.4997749010005889,0.9025929520354543,0.14453426113689974,2247.66,1,Adult
C201,normal,batch_1.feather,2,A_9__7,61828,599.1344604492188,571.67333984375,294.70277404785156,878.9893254285761,0.4997725621156289,0.4786880534121035,0.9269104732449224,0.14380187699030236,2048.54,1,Adult
C201,normal,batch_1.feather,3,A_10__1,75974,596.4019165039062,598.1825256347656,384.3507537841797,928.0318323844213,0.49713744194116444,0.5010266439624536,0.7699801963457261,0.11183124178256905,1957.55,1,Adult
C201,normal,batch_1.feather,4,A_10__2,77058,597.3700561523438,596.2297897338867,386.54322814941406,928.3084688732183,0.49876796189661105,0.5025742161709115,0.7755486353947555,0.11475179091463994,1313.36,1,Adult
C201,normal,batch_1.feather,5,A_10__3,78149,597.8773803710938,595.3642280101776,385.3033142089844,927.5637821163479,0.4997688416467353,0.5025374316719172,0.777857936291687,0.11543177195076561,1240.43,1,Adult
C201,normal,batch_1.feather,6,C_1__5,65884,558.8719482421875,593.5092620849609,383.4240951538086,900.8913005780275,0.4660640734131362,0.497160148420431,0.7759138380497332,0.11931720522067998,1194.19,0,Child
C201,normal,batch_1.feather,7,A_10__4,74566,598.2009887695312,595.9933776855469,378.75047302246094,925.4752563005721,0.4991050497701214,0.5001627536826757,0.7817666420399584,0.11531441292812485,1094.43,1,Adult
C201,normal,batch_1.feather,8,A_10__5,75070,597.8167114257812,595.9469451904297,377.17567443847656,924.5534442799186,0.49895132933756364,0.5018373243100913,0.7927710392597492,0.11944503886540549,1097.46,1,Adult
C201,normal,batch_1.feather,9,A_10__6,75219,597.0565795898438,597.1943359375,373.74012756347656,923.4713406806509,0.49948535575351743,0.5007731669981409,0.8006388259038776,0.1216736860670075,1480.05,1,Adult
C201,normal,batch_1.feather,10,A_10__7,67446,598.9326782226562,569.8347778320312,362.75506591796875,902.7863894183353,0.49993036317738593,0.47459617553383404,0.8131915177993473,0.1268631680788996,2328.1,1,Adult
C201,normal,batch_1.feather,11,A_10__8,54149,597.62060546875,487.6690673828125,348.9387969970703,846.5989554757437,0.4999516065825503,0.3872605278788971,0.8426554372358572,0.15544625152036526,1545.08,1,Adult
C201,normal,batch_1.feather,12,A_11__1,79129,594.958251953125,597.9782867431641,424.8413848876953,944.4805743352813,0.4971139814496069,0.5003094099666762,0.6899097847167965,0.08544380834401356,3406.91,1,Adult
C201,normal,batch_1.feather,13,A_11__2,75730,596.4639282226562,597.4833221435547,420.9907531738281,943.392151847983,0.49742973547804986,0.4986434110868836,0.691051320296524,0.08527687209159482,3494.07,1,Adult
