vehicle,group,count,bbox_diag_mean,bbox_diag_std,bbox_diag_vs_normal_mean,bbox_x_mean,bbox_y_mean,bbox_z_mean,n_nodes_mean,hic_rel_x_mean,hic_rel_y_mean,hic_rel_z_mean,hic_center_dist_norm_mean,hic_value_mean
C201,normal,222,897.6589792541605,30.61044468232697,1.0093781270292648,584.5860009276652,578.1189085524697,355.2130787952526,60904.32882882883,0.49402934728758635,0.49998007651585896,0.8208582550812633,0.12516308349713276,1822.8292792792793
CY02C,hard,224,870.8224215708033,37.028947930396924,0.9792015956778524,556.9050980944719,547.414261557428,367.9020694994501,36635.28125,0.47986450286521704,0.500030802910442,0.7553813095058334,0.11753534753177226,1303.424375
EP32,normal,217,897.976667146688,35.58005571121088,1.009735353122191,577.6426944837043,567.7909539903638,381.7558079834358,61295.90783410138,0.49015088607142654,0.5009011286154844,0.778158035164684,0.11985645330256592,1666.7973732718895
FX11,normal,221,880.1226079376838,34.28557805337255,0.9896592470944569,568.48748893638,553.3895347669923,372.25038302780814,33167.036199095026,0.4896888643732499,0.4977833584611641,0.7865155111024573,0.12749777604568743,1219.5679185520362
JX65,normal,172,875.992899886172,25.807849378123688,0.985015571629108,575.4492724745772,577.2865085435468,310.2267309870831,42198.13372093023,0.4840828755277317,0.5000521387490936,0.8405138132814752,0.12319916978626928,1004.9097674418605
M6,hard,242,877.1155243218002,34.72677336322578,0.9862779135388755,555.8926473515462,554.781068361372,380.4549188930387,43363.342975206615,0.48329788755252306,0.4999302102647029,0.7414890656099079,0.1133213897155777,2137.7891735537187
S50EVK,normal,220,892.019583356542,34.14214447946442,1.003036873835937,581.2371375872331,563.8265482051806,367.069083501534,63030.20909090909,0.4956081060072013,0.500117281302724,0.7842443945446209,0.12054664354405029,1653.8707272727274
